"method","path","callsite_count","source_files","representative_line","laravel_status","laravel_methods","laravel_handlers","aspnet_status","aspnet_methods","aspnet_controllers"
"GET","/api/v2/admin/caring-community/hour-transfer/inbound","1","admin/modules/caring-community/HourTransferAdminPage.tsx","128","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'hourTransferInbound']","exists","GET","AdminCaringCommunityHourTransfer"
"GET","/api/v2/admin/caring-community/hour-transfer/pending","1","admin/modules/caring-community/HourTransferAdminPage.tsx","109","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'hourTransferPending']","exists","GET","AdminCaringCommunityHourTransfer"
"GET","/api/v2/admin/caring-community/integration-showcase","1","admin/modules/caring-community/IntegrationShowcaseAdminPage.tsx","89","exists","GET","[\App\Http\Controllers\Api\Admin\IntegrationShowcaseController::class, 'index']","exists","GET","AdminCaringCommunityIntegrationShowcase"
"GET","/api/v2/admin/caring-community/invite-codes","1","admin/modules/caring-community/CaringCommunityWorkflowPage.tsx","1336","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'listInviteCodes']","exists","GET","AdminCaringCommunityInviteCodes"
"POST","/api/v2/admin/caring-community/invite-codes","1","admin/modules/caring-community/CaringCommunityWorkflowPage.tsx","1353","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'generateInviteCode']","exists","POST","AdminCaringCommunityInviteCodes"
"GET","/api/v2/admin/caring-community/isolated-node","1","admin/modules/caring-community/IsolatedNodeAdminPage.tsx","124","exists","GET","[\App\Http\Controllers\Api\Admin\IsolatedNodeController::class, 'index']","exists","GET","AdminCaringCommunityIsolatedNode"
"PUT","/api/v2/admin/caring-community/isolated-node/items/{id}","1","admin/modules/caring-community/IsolatedNodeAdminPage.tsx","163","exists","PUT","[\App\Http\Controllers\Api\Admin\IsolatedNodeController::class, 'update']","exists","PUT","AdminCaringCommunityIsolatedNode"
"GET","/api/v2/admin/caring-community/kpi-baselines","1","admin/modules/caring-community/KpiBaselineAdminPage.tsx","213","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'listKpiBaselines']","exists","GET","AdminCaringCommunityKpiBaselines"
"POST","/api/v2/admin/caring-community/kpi-baselines","1","admin/modules/caring-community/KpiBaselineAdminPage.tsx","251","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'captureKpiBaseline']","exists","POST","AdminCaringCommunityKpiBaselines"
"GET","/api/v2/admin/caring-community/kpi-baselines/{id}/compare","1","admin/modules/caring-community/KpiBaselineAdminPage.tsx","236","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'compareKpiBaseline']","exists","GET","AdminCaringCommunityKpiBaselines"
"GET","/api/v2/admin/caring-community/launch-readiness","1","admin/modules/caring-community/PilotLaunchReadinessAdminPage.tsx","133","exists","GET","[\App\Http\Controllers\Api\Admin\PilotLaunchReadinessController::class, 'index']","exists","GET","AdminCaringCommunityLaunchReadiness"
"POST","/api/v2/admin/caring-community/launch-readiness/acknowledge-boundary","1","admin/modules/caring-community/PilotLaunchReadinessAdminPage.tsx","164","exists","POST","[\App\Http\Controllers\Api\Admin\PilotLaunchReadinessController::class, 'acknowledgeBoundary']","exists","POST","AdminCaringCommunityLaunchReadiness"
"POST","/api/v2/admin/caring-community/launch-readiness/launch","1","admin/modules/caring-community/PilotLaunchReadinessAdminPage.tsx","183","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'launchPilot']","exists","POST","AdminCaringCommunityLaunchReadiness"
"GET","/api/v2/admin/caring-community/leads","1","admin/modules/caring-community/LeadNurtureAdminPage.tsx","97","exists","GET","[\App\Http\Controllers\Api\Admin\LeadNurtureAdminController::class, 'index']","exists","GET","AdminCaringCommunityLeadNurture"
"PUT","/api/v2/admin/caring-community/leads/{id}","1","admin/modules/caring-community/LeadNurtureAdminPage.tsx","130","exists","PUT","[\App\Http\Controllers\Api\Admin\LeadNurtureAdminController::class, 'update']","exists","PUT","AdminCaringCommunityLeadNurture"
"POST","/api/v2/admin/caring-community/leads/{id}/unsubscribe","1","admin/modules/caring-community/LeadNurtureAdminPage.tsx","157","exists","POST","[\App\Http\Controllers\Api\Admin\LeadNurtureAdminController::class, 'unsubscribe']","exists","POST","AdminCaringCommunityLeadNurture"
"GET","/api/v2/admin/caring-community/leads/export.csv","1","admin/modules/caring-community/LeadNurtureAdminPage.tsx","174","exists","GET","[\App\Http\Controllers\Api\Admin\LeadNurtureAdminController::class, 'exportCsv']","exists","GET","AdminCaringCommunityLeadNurture"
"GET","/api/v2/admin/caring-community/leads/summary","1","admin/modules/caring-community/LeadNurtureAdminPage.tsx","98","exists","GET","[\App\Http\Controllers\Api\Admin\LeadNurtureAdminController::class, 'summary']","exists","GET","AdminCaringCommunityLeadNurture"
"GET","/api/v2/admin/caring-community/loyalty/redemptions","1","admin/modules/caring-community/LoyaltyAdminPage.tsx","107","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'listLoyaltyRedemptions']","exists","GET","AdminCaringCommunityLoyalty"
"POST","/api/v2/admin/caring-community/loyalty/redemptions/{id}/reverse","1","admin/modules/caring-community/LoyaltyAdminPage.tsx","213","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'reverseLoyaltyRedemption']","exists","POST","AdminCaringCommunityLoyalty"
"PUT","/api/v2/admin/caring-community/loyalty/seller-settings","1","admin/modules/caring-community/LoyaltyAdminPage.tsx","174","exists","PUT","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'updateLoyaltySellerSettings']","exists","PUT","AdminCaringCommunityLoyalty"
"GET","/api/v2/admin/caring-community/loyalty/seller-settings/{id}","1","admin/modules/caring-community/LoyaltyAdminPage.tsx","132","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'getLoyaltySellerSettings']","exists","GET","AdminCaringCommunityLoyalty"
"GET","/api/v2/admin/caring-community/member-statements/{id}","2","admin/modules/caring-community/CaringCommunityWorkflowPage.tsx","1201","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'memberStatement']","exists","GET","AdminCaringCommunityMemberStatements"
"UNRESOLVED","/api/v2/admin/caring-community/municipal-roi","1","admin/modules/caring-community/MunicipalRoiAdminPage.tsx","136","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'municipalRoi']","exists-unambiguous-method","GET","AdminCaringCommunityMunicipalRoi"
"UNRESOLVED","/api/v2/admin/caring-community/municipal-roi/export","1","admin/modules/caring-community/MunicipalRoiAdminPage.tsx","189","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'municipalRoiExport']","exists-unambiguous-method","GET","AdminCaringCommunityMunicipalRoi"
"GET","/api/v2/admin/caring-community/nudges/analytics","1","admin/modules/caring-community/SmartNudgesAdminPage.tsx","142","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'nudgeAnalytics']","exists","GET","AdminCaringCommunityNudges"
"PUT","/api/v2/admin/caring-community/nudges/config","1","admin/modules/caring-community/SmartNudgesAdminPage.tsx","167","exists","PUT","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'updateNudgeConfig']","exists","PUT","AdminCaringCommunityNudges"
"POST","/api/v2/admin/caring-community/nudges/dispatch","1","admin/modules/caring-community/SmartNudgesAdminPage.tsx","188","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'dispatchNudges']","exists","POST","AdminCaringCommunityNudges"
"GET","/api/v2/admin/caring-community/operating-policy","1","admin/modules/caring-community/OperatingPolicyAdminPage.tsx","68","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'operatingPolicyShow']","exists","GET","AdminCaringCommunityOperatingPolicy"
"PUT","/api/v2/admin/caring-community/operating-policy","1","admin/modules/caring-community/OperatingPolicyAdminPage.tsx","96","exists","PUT","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'operatingPolicyUpdate']","exists","PUT","AdminCaringCommunityOperatingPolicy"
"GET","/api/v2/admin/caring-community/paper-onboarding","1","admin/modules/caring-community/CaringCommunityWorkflowPage.tsx","972","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'paperOnboardingList']","exists","GET","AdminCaringCommunityPaperOnboarding"
"POST","/api/v2/admin/caring-community/paper-onboarding","1","admin/modules/caring-community/CaringCommunityWorkflowPage.tsx","1404","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'paperOnboardingUpload']","exists","POST","AdminCaringCommunityPaperOnboarding"
"POST","/api/v2/admin/caring-community/paper-onboarding/{id}/confirm","1","admin/modules/caring-community/CaringCommunityWorkflowPage.tsx","1440","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'paperOnboardingConfirm']","exists","POST","AdminCaringCommunityPaperOnboarding"
"GET","/api/v2/admin/caring-community/pilot-scoreboard","1","admin/modules/caring-community/PilotScoreboardAdminPage.tsx","151","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'pilotScoreboard']","exists","GET","AdminCaringCommunityPilotScoreboard"
"GET","/api/v2/admin/caring-community/pilot-scoreboard/baselines","1","admin/modules/caring-community/PilotScoreboardAdminPage.tsx","152","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'pilotScoreboardBaselines']","exists","GET","AdminCaringCommunityPilotScoreboard"
"POST","/api/v2/admin/caring-community/pilot-scoreboard/pre-pilot","1","admin/modules/caring-community/PilotScoreboardAdminPage.tsx","170","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'capturePrePilotBaseline']","exists","POST","AdminCaringCommunityPilotScoreboard"
"POST","/api/v2/admin/caring-community/pilot-scoreboard/quarterly","1","admin/modules/caring-community/PilotScoreboardAdminPage.tsx","189","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'captureQuarterlyReview']","exists","POST","AdminCaringCommunityPilotScoreboard"
"GET","/api/v2/admin/caring-community/projects","1","admin/modules/caring-community/ProjectAnnouncementsAdminPage.tsx","96","exists","GET","[\App\Http\Controllers\Api\ProjectAnnouncementController::class, 'adminIndex']","exists","GET","AdminCaringCommunityProjects"
"POST","/api/v2/admin/caring-community/projects","1","admin/modules/caring-community/ProjectAnnouncementsAdminPage.tsx","130","exists","POST","[\App\Http\Controllers\Api\ProjectAnnouncementController::class, 'adminStore']","exists","POST","AdminCaringCommunityProjects"
"PUT","/api/v2/admin/caring-community/projects/{id}","1","admin/modules/caring-community/ProjectAnnouncementsAdminPage.tsx","209","exists","PUT","[\App\Http\Controllers\Api\ProjectAnnouncementController::class, 'adminUpdate']","exists","PUT","AdminCaringCommunityProjects"
"POST","/api/v2/admin/caring-community/projects/{id}/publish","1","admin/modules/caring-community/ProjectAnnouncementsAdminPage.tsx","192","exists","POST","[\App\Http\Controllers\Api\ProjectAnnouncementController::class, 'adminPublish']","exists","POST","AdminCaringCommunityProjects"
"POST","/api/v2/admin/caring-community/projects/{id}/updates","1","admin/modules/caring-community/ProjectAnnouncementsAdminPage.tsx","167","exists","POST","[\App\Http\Controllers\Api\ProjectAnnouncementController::class, 'adminCreateUpdate']","exists","POST","AdminCaringCommunityProjects"
"GET","/api/v2/admin/caring-community/providers","1","admin/modules/caring-community/CareProviderAdminPage.tsx","157","exists","GET","[\App\Http\Controllers\Api\CareProviderDirectoryController::class, 'adminIndex']","exists","GET","AdminCaringCommunityProviders"
"POST","/api/v2/admin/caring-community/providers","1","admin/modules/caring-community/CareProviderAdminPage.tsx","236","exists","POST","[\App\Http\Controllers\Api\CareProviderDirectoryController::class, 'store']","exists","POST","AdminCaringCommunityProviders"
"DELETE","/api/v2/admin/caring-community/providers/{id}","2","admin/modules/caring-community/CareProviderAdminPage.tsx","263","exists","DELETE","[\App\Http\Controllers\Api\CareProviderDirectoryController::class, 'adminDelete']","exists","DELETE","AdminCaringCommunityProviders"
"PUT","/api/v2/admin/caring-community/providers/{id}","1","admin/modules/caring-community/CareProviderAdminPage.tsx","232","exists","PUT","[\App\Http\Controllers\Api\CareProviderDirectoryController::class, 'adminUpdate']","exists","PUT","AdminCaringCommunityProviders"
"POST","/api/v2/admin/caring-community/providers/{id}/verify","1","admin/modules/caring-community/CareProviderAdminPage.tsx","318","exists","POST","[\App\Http\Controllers\Api\CareProviderDirectoryController::class, 'adminVerify']","exists","POST","AdminCaringCommunityProviders"
"GET","/api/v2/admin/caring-community/providers/duplicates","1","admin/modules/caring-community/CareProviderAdminPage.tsx","280","exists","GET","[\App\Http\Controllers\Api\CareProviderDirectoryController::class, 'adminDuplicates']","exists","GET","AdminCaringCommunityProviders"
"GET","/api/v2/admin/caring-community/recipient/{id}/circle","1","admin/modules/caring-community/CareRecipientCirclePage.tsx","97","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'recipientCircle']","exists","GET","AdminCaringCommunityRecipientCircle"
"POST","/api/v2/admin/caring-community/regional-points/adjust","1","admin/modules/caring-community/RegionalPointsAdminPage.tsx","192","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'adjustRegionalPoints']","exists","POST","AdminCaringCommunityRegionalPoints"
"GET","/api/v2/admin/caring-community/regional-points/config","1","admin/modules/caring-community/RegionalPointsAdminPage.tsx","104","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'regionalPointsConfig']","exists","GET","AdminCaringCommunityRegionalPoints"
"PUT","/api/v2/admin/caring-community/regional-points/config","1","admin/modules/caring-community/RegionalPointsAdminPage.tsx","129","exists","PUT","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'updateRegionalPointsConfig']","exists","PUT","AdminCaringCommunityRegionalPoints"
"POST","/api/v2/admin/caring-community/regional-points/issue","1","admin/modules/caring-community/RegionalPointsAdminPage.tsx","159","exists","POST","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'issueRegionalPoints']","exists","POST","AdminCaringCommunityRegionalPoints"
"GET","/api/v2/admin/caring-community/regional-points/ledger","1","admin/modules/caring-community/RegionalPointsAdminPage.tsx","105","exists","GET","[\App\Http\Controllers\Api\AdminCaringCommunityController::class, 'regionalPointsLedger']","exists","GET","AdminCaringCommunityRegionalPoints"
"GET","/api/v2/admin/caring-community/research/agreement-templates","1","admin/modules/caring-community/ResearchPartnershipsAdminPage.tsx","127","exists","GET","[\App\Http\Controllers\Api\ResearchPartnershipController::class, 'adminListAgreementTemplates']","exists","GET","AdminCaringCommunityResearch"
